DC0946CB1EL,17.0
DC1102CB1CL,4.0
DC1107CB1CL,23.0
DC1110CB1CR,30.0
DC1114CB1ER,18.0
DC1115CB1ER,13.0
DC1116CB1ER,44.0
DC1121CB1CL,27.0
DC1134CB1CM,16.0
DC1136CB1CM,20.0
DC1144CB1DL,31.0
DC1149CB1CL,19.0
DC1152CB1CR,29.0
DC1160CB1CR,27.0
DC1161CB1CM,21.0
DC1162CB1CL,25.0
DC1168CB1CL,32.0
DC1172CB1CR,28.0
DD0397DB1DL,35.0
DD0427DB1EL,32.0
DD0430DB1CM,23.0
DD0438DB1EL,44.0
DD0440DB1CR,37.0
DD0447HB1DL,20.0
DD0460DB1DR,31.0
DE0352GB1EL,25.0
DE0395GB1EL,32.0
DE0420GB1CM,24.0
DE0430GB1EM,14.0
DE0453GB1CR,17.0
DE0463GB1DM,26.0
DE0469GB1DL,22.0
DE0479GB1ER,41.0
DE0480GB1EM,25.0
DE0484GB1EL,29.0
DE0486GB1EM,13.0
DE0495GB1ER,26.0
DE0499GB1EM,25.0
DE0502GB1CR,8.0
DE0504GB1CM,19.0
DE0505GB1EM,40.0
DE0507GB1CM,29.0
DE0508GB1EL,34.0
DE0509GB1ER,28.0
DE0512GB1EL,29.0
DE0526GB1CL,22.0
DE0528GB1CL,33.0
DE0529GB1CR,41.0
DE0534GB1CM,17.0
DE0542EB1EM,40.0
DF0164HB1DL,37.0
DF0419HB1EL,14.0
DF0437HB1EM,25.0
DF0441HB1ER,23.0
DF0444HB1EM,30.0
DF0450HB1EL,20.0
DF0466HB1ER,34.0
DF0468HB1ER,28.0
DF0475HB1EM,31.0
DF0477HB1EM,25.0
DF0480HB1CM,34.0
DF0483HB1ER,20.0
DF0485HB1EM,24.0
DF0513HB1CL,47.0
DF0514HB1EM,69.0
DF0516HB1DM,24.0
DF0517HB1DM,20.0
DF0523HB1DR,19.0
DF0527HB1CL,50.0
DF0529HB1CL,13.0
DF0530HB1CR,21.0
DF0534HB1CL,38.0
DF0537HB1ER,22.0
DF0550HB1EL,27.0
DG0450EB1DL,21.0
DG0457FB1DM,35.0
DG0488EB1DM,20.0
DG0499EB1EL,23.0
DH0391EB1DR,30.0
DH0412EB1EL,63.0
DH0417EB1DR,15.0
DH0422EB1CL,28.0
DH0431EB1CM,14.0
DH0435EB1CM,26.0
DH0470EB1CR,40.0
DH0484FB1CL,17.0
DH0486FB1CL,28.0
DH0491FB1CM,16.0
DH0492FB1EM,28.0
DH0495FB1CM,39.0
DH0496FB1DR,47.0
DH0502FB1EL,16.0
DH0510FB1CL,40.0
DH0511FB1CR,18.0
DH0512FB1CR,20.0
DH0518FB1CM,23.0
DH0519FB1CR,17.0
DH0520FB1CR,35.0
DH0522FB1EL,37.0
DH0523FB1DR,23.0
DH0524FB1CM,15.0
DH0525FB1CL,25.0
DH0527FB1EM,23.0
DH0538FB1EL,14.0
DH0552FB1CL,33.0
