0.322,48958.0,1.192,0.3193333333333333,0.15555555555555556
0.349,49185.0,0.664,0.2097826086956522,0.13043478260869565
0.353,49370.0,0.644,0.17188679245283017,0.2641509433962264
0.354,49380.0,0.644,0.22181818181818178,0.05454545454545454
0.354,52170.0,0.936,0.22953488372093026,0.06976744186046512
0.355,50374.0,0.8320000000000001,0.17999999999999997,0.10204081632653061
0.35600000000000004,50223.0,0.94,0.3052173913043478,0.043478260869565216
0.358,49294.0,0.556,0.15636363636363634,0.10909090909090909
0.358,49653.0,0.762,0.35227272727272724,0.09090909090909091
0.359,49670.0,0.76,0.25121951219512195,0.07317073170731707
0.36,48352.0,1.406,0.2763461538461539,0.1346153846153846
0.36,49775.0,0.5920000000000001,0.2873076923076923,0.0
0.36,49836.0,0.628,0.2234782608695653,0.06521739130434782
0.361,48207.0,0.55,0.18124999999999994,0.0
0.362,48370.0,0.6759999999999999,0.2547727272727272,0.45454545454545453
0.362,49962.0,0.608,0.2146666666666666,0.06666666666666667
0.364,50083.0,0.8,0.29139534883720936,0.06976744186046512
0.365,48260.0,0.39,0.1808333333333333,0.05555555555555555
0.365,48908.0,0.43,0.18599999999999997,0.08888888888888889
0.365,50755.0,0.662,0.21660377358490573,0.39622641509433965
0.366,48477.0,0.846,0.23581818181818176,0.03636363636363636
0.366,49323.0,1.104,0.13195652173913042,0.08695652173913043
0.3670000000000001,47846.0,0.846,0.24465116279069765,0.09302325581395349
0.3670000000000001,48219.0,0.6759999999999999,0.2677272727272727,0.11363636363636363
0.3670000000000001,48957.0,1.382,0.2671698113207548,0.09433962264150944
0.3670000000000001,49634.0,0.562,0.20857142857142863,0.1111111111111111
0.368,47933.0,0.64,0.17840909090909093,0.09090909090909091
0.368,49728.0,0.6459999999999999,0.2857142857142857,0.09523809523809523
0.37,48290.0,0.6,0.28847826086956524,0.06521739130434782
0.37,49203.0,0.748,0.22406250000000003,0.03125
0.37,49233.0,1.17,0.25230769230769234,0.05128205128205128
0.371,46969.0,0.7659999999999999,0.3900000000000001,0.125
0.371,48716.0,1.052,0.14857142857142863,0.07142857142857142
0.371,49027.0,0.6859999999999999,0.3268852459016393,0.01639344262295082
0.371,49841.0,0.884,0.2406382978723405,0.1702127659574468
0.371,49852.0,0.636,0.2158536585365854,0.12195121951219512
0.371,50099.0,0.818,0.2630434782608696,0.08695652173913043
0.3720000000000001,48500.0,0.73,0.31209302325581395,0.06976744186046512
0.3720000000000001,48736.0,0.9,0.21999999999999997,0.07272727272727272
0.3720000000000001,49256.0,0.552,0.13976744186046508,0.06976744186046512
0.373,49260.0,0.332,0.15792452830188672,0.11320754716981132
0.373,49908.0,1.164,0.21479166666666663,0.041666666666666664
0.374,47356.0,0.7879999999999999,0.23682926829268292,0.0975609756097561
0.375,46400.0,0.5920000000000001,0.2102777777777778,0.05555555555555555
0.375,46820.0,1.902,0.20580645161290323,0.16129032258064516
0.375,49509.0,0.7929999999999999,0.19458333333333336,0.1875
0.376,48319.0,1.0759999999999998,0.20944444444444443,0.05555555555555555
0.377,47712.0,0.774,0.1489473684210526,0.10526315789473684
0.377,48730.0,0.502,0.13904761904761903,0.023809523809523808
0.378,47939.0,0.624,0.19934782608695656,0.043478260869565216
0.378,49175.0,0.774,0.23384615384615381,0.05128205128205128
0.379,47263.0,0.5479999999999999,0.21611111111111103,0.027777777777777776
0.38,47339.0,0.76,0.2642105263157895,0.13157894736842105
0.383,48038.0,1.19,0.2563157894736842,0.02631578947368421
0.384,47000.0,0.77,0.24292682926829265,0.04878048780487805
0.384,47057.0,0.7340000000000001,0.19113207547169808,0.03773584905660377
0.384,48034.0,0.752,0.34938775510204084,0.10204081632653061
0.386,47354.0,1.172,0.3043181818181817,0.1590909090909091
0.387,48175.0,0.978,0.15431818181818183,0.045454545454545456
0.388,47897.0,0.75,0.21222222222222223,0.027777777777777776
0.389,47020.0,0.706,0.15459459459459463,0.06756756756756757
0.389,54226.0,0.612,0.2328260869565217,0.08695652173913043
0.391,47226.0,0.578,0.307391304347826,0.10869565217391304
0.392,47954.0,0.8059999999999999,0.21710526315789483,0.0
0.392,49348.0,0.8,0.3416216216216215,0.02702702702702703
0.396,49272.0,0.716,0.19348837209302322,0.046511627906976744
0.399,48131.0,1.034,0.35836363636363644,0.03636363636363636
0.399,48282.0,0.6459999999999999,0.14950000000000002,0.1
